Icon_name,Icon_tags,mp4_link
Tag,"fashion,label,tag",mp4/Tag.mp4
Cruise,"transportation,transport,marine,boat,ship",mp4/Cruise.mp4
Properties,"tool,edit,tools,graphic,design,editing",mp4/Properties.mp4
Rate,"miscellaneous,democracy,elections,voting",mp4/Rate.mp4
Debate,"miscellaneous,democracy,elections,voting",mp4/Debate.mp4
Bless,"hand,hands,and,gestures,gesture,animation,finger",mp4/Bless.mp4
Boxing,"sports,and,competition,sport",mp4/Boxing.mp4
Zebra,"animals,animal,zoo",mp4/Zebra.mp4
Chameleon,"animals,animal,zoo,reptile",mp4/Chameleon.mp4
Mongolian,"user,avatar,people,woman",mp4/Mongolian.mp4
Woman,"user,avatar,people,woman,muslim",mp4/Woman.mp4
Durian,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition",mp4/Durian.mp4
Golden berries,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition",mp4/Golden berries.mp4
Feijoa,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition",mp4/Feijoa.mp4
Tangerine,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition",mp4/Tangerine.mp4
Woman,"user,avatar,people,woman",mp4/Woman.mp4
Woman,"user,avatar,people,woman",mp4/Woman.mp4
Woman,"user,avatar,people,woman",mp4/Woman.mp4
Turn up,"orientation,arrows,direction,arrow",mp4/Turn up.mp4
Up,"orientation,arrows,direction,arrow",mp4/Up.mp4
Arrows,"orientation,arrows,direction",mp4/Arrows.mp4
Franc,"business,and,finance,business,currency,cash,coins",mp4/Franc.mp4
Chichen Itza,"architecture,and,city,monument,architecture,pyramid",mp4/Chichen Itza.mp4
Milk bottle,"food,and,restaurant,food,nutrition",mp4/Milk bottle.mp4
Rattle,"kid,and,baby,childhood,baby,toy",mp4/Rattle.mp4
Harmonica,"music,and,multimedia,music,wind,instrument",mp4/Harmonica.mp4
Mascara,"beauty,grooming",mp4/Mascara.mp4
Aloe vera,"organic,wellness",mp4/Aloe vera.mp4
The witch knot,"cultures,faith,religion,sacred,belief,esoteric",mp4/The witch knot.mp4
Om,"cultures,faith,religion,sacred,belief,hinduism",mp4/Om.mp4
Church Bell,"music,and,multimedia,music,percussion,instrument",mp4/Church Bell.mp4
Menorah,"cultures,faith,religion,sacred,belief,Judaism,hanukkah",mp4/Menorah.mp4
Ganesha,"cultures,faith,religion,sacred,belief,hinduism",mp4/Ganesha.mp4
Shiva,"cultures,avatar,faith,religion,sacred,belief,hinduism",mp4/Shiva.mp4
Lollipop,"food,and,restaurant,halloween,sweet,candies,sugar,lollipop",mp4/Lollipop.mp4
Caramel Apple,"food,and,restaurant,halloween,sweet,dessert,fairground,sugar,stick",mp4/Caramel Apple.mp4
Cupcake,"food,and,restaurant,halloween,sweet,dessert,cupcake,desert,muffin",mp4/Cupcake.mp4
Pumpkin,"decoration,halloween,character,costume,farm,pumpkin",mp4/Pumpkin.mp4
Candy,"food,and,restaurant,halloween,sweet,halloween,candy,candy,sugar",mp4/Candy.mp4
Cupcake,"halloween,dessert,sweets,halloween,candy,cupcake,muffin",mp4/Cupcake.mp4
Tea,"food,and,restaurant,food,hot,drink,tea",mp4/Tea.mp4
Wrecking Ball,"construction,and,tools,ball",mp4/Wrecking Ball.mp4
Lightbulb,"electronics,illumination,electricity,idea,lightbulb",mp4/Lightbulb.mp4
Sales,"commerce,and,shopping,discount,sales,offer,labels",mp4/Sales.mp4
Audio,"document,files,and,folders,file,audio,archive",mp4/Audio.mp4
Shell,"animals,sea,life,aquatic,shell",mp4/Shell.mp4
Gold Fish,"animals,sea,life,aquatic,marine,fish",mp4/Gold Fish.mp4
Shell,"animals,sea,life,shell",mp4/Shell.mp4
Podcast,"electronics,podcast,microphone,radio",mp4/Podcast.mp4
Speedometer,"time,and,date,time,limit,performance,speedometer,speed,meter,velocity,efficiency,internet",mp4/Speedometer.mp4
Knight,"user,avatar,character",mp4/Knight.mp4
Crystal Ball,"entertainment,halloween",mp4/Crystal Ball.mp4
castle,"architecture,and,city,buildings,urban,medieval,castle",mp4/castle.mp4
Alien,"miscellaneous,avatar",mp4/Alien.mp4
Boxing,"sports,and,competition,sport,gym,exercise",mp4/Boxing.mp4
Memory card,"electronics,technology",mp4/Memory card.mp4
Quote,"tool,edit,tools,graphic,design,editing",mp4/Quote.mp4
AI,"electronics,technology,robot,robotics,futuristic",mp4/AI.mp4
Chinese,"user,avatar,people,woman,chinese",mp4/Chinese.mp4
Colombian,"user,avatar,people,woman",mp4/Colombian.mp4
Convertible,"transportation,transport,vechicle",mp4/Convertible.mp4
Pitanga,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition",mp4/Pitanga.mp4
Guava,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition",mp4/Guava.mp4
Kumquat,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition",mp4/Kumquat.mp4
Double arrow,"orientation,arrows,direction,arrow",mp4/Double arrow.mp4
Arrows,"orientation,arrows,direction",mp4/Arrows.mp4
Arrow,"orientation,arrows,direction,arrow",mp4/Arrow.mp4
Double arrow,"orientation,arrows,direction,arrow",mp4/Double arrow.mp4
Bib,"kid,and,baby",mp4/Bib.mp4
Rattle,"kid,and,baby,baby,toy",mp4/Rattle.mp4
Lip gloss,"beauty,grooming",mp4/Lip gloss.mp4
Eyelashes,"beauty,grooming",mp4/Eyelashes.mp4
Powder,"beauty,cosmetics,powder",mp4/Powder.mp4
Jainism,"cultures,hand,faith,religion,sacred,belief,hinduism",mp4/Jainism.mp4
Candy Bag,"food,halloween,sweets,halloween,candy,bag,candies",mp4/Candy Bag.mp4
Candy,"food,halloween,sweets,halloween,candy,bag,candy,candies",mp4/Candy.mp4
Football Player,"sports,and,competition,sport,man,ball,team,card",mp4/Football Player.mp4
Chronometer,"time,and,date,time,interface,timer,stopwatch,wait,chronometer,chrono",mp4/Chronometer.mp4
Amulet,"miscellaneous,decoration",mp4/Amulet.mp4
Scroll,"cultures,yin,yang",mp4/Scroll.mp4
Plier,"construction,and,tools,industry,tools,equipment,repair,work,tools",mp4/Plier.mp4
Flag,"cultures,flag,crown,flags,monarchy",mp4/Flag.mp4
Forest,"nature,forest",mp4/Forest.mp4
Gym,"architecture,and,city,sport,buildings,urban,gym",mp4/Gym.mp4
Offices,"architecture,and,city,buildings,urban,edifice",mp4/Offices.mp4
Responsive,"electronics,technology,smartphone,screen,responsive,tablet,phone,device,devices",mp4/Responsive.mp4
Trees,"nature,forest",mp4/Trees.mp4
Solar System,"electronics,miscellaneous,technology,robot",mp4/Solar System.mp4
Food trolley,"food,and,restaurant,holidays,hotel",mp4/Food trolley.mp4
Dinner,"food,and,restaurant,food,hot,food",mp4/Dinner.mp4
Layers,"tool,edit,tools,graphic,design,editing",mp4/Layers.mp4
Podium,miscellaneous,mp4/Podium.mp4
Vote,"hand,hands,and,gestures,democracy,elections",mp4/Vote.mp4
Lama,"animals,animal,zoo",mp4/Lama.mp4
Maori,"user,avatar,people,woman",mp4/Maori.mp4
Eskimo,"user,avatar,people",mp4/Eskimo.mp4
Minivan,"transportation,transport,vechicle",mp4/Minivan.mp4
Camper,"transportation,transport,vechicle",mp4/Camper.mp4
Carambola,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition",mp4/Carambola.mp4
Lychee,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition",mp4/Lychee.mp4
Woman,"user,avatar,people,woman",mp4/Woman.mp4
Woman,"user,avatar,people,woman",mp4/Woman.mp4
Zigzag,"orientation,arrows,direction,arrow",mp4/Zigzag.mp4
Milk bottle,"animals,food",mp4/Milk bottle.mp4
Eyelashes curler,"beauty,grooming",mp4/Eyelashes curler.mp4
Microorganism,"education,science,laboratory,lab,Microorganism",mp4/Microorganism.mp4
Orthodox cross,"cultures,faith,religion,sacred,belief,christian",mp4/Orthodox cross.mp4
Mayan calendar,"cultures,faith,religion,sacred,belief",mp4/Mayan calendar.mp4
Cupcake,"food,and,restaurant,food,halloween,sweet,dessert,hat,cupcake",mp4/Cupcake.mp4
Lollipop,"food,and,restaurant,halloween,sweet,halloween,candy,sugar,lollipop",mp4/Lollipop.mp4
Ice cream,"food,and,restaurant,halloween,dessert,sweets,ice,cream,stick",mp4/Ice cream.mp4
Chinese medicine,"healthcare,and,medical,healthcare,traditional",mp4/Chinese medicine.mp4
Whisky,"food,and,restaurant,drink,alcohol,bottle,glass,alcoholic",mp4/Whisky.mp4
Mask,"birthday,and,party,accessory,costume,bow",mp4/Mask.mp4
Playlist,"electronics,ui,browser",mp4/Playlist.mp4
Speedometer,"time,and,date,time,limit,performance,car,speedometer,speed,meter,velocity,efficiency",mp4/Speedometer.mp4
alarm,"time,and,date,time,timer,clock,alarm,hour",mp4/alarm.mp4
Unicorn,"animals,fairy,tale,fantasy,character,legend,folklore",mp4/Unicorn.mp4
Spellbook,"education,book,literature,reading,library,studying",mp4/Spellbook.mp4
Bike lane,"transportation,road",mp4/Bike lane.mp4
Dress,"fashion,woman,clothes,clothing,dress",mp4/Dress.mp4
Planet Earth,"miscellaneous,science",mp4/Planet Earth.mp4
Bread,"food,and,restaurant,sweet,meal,bakery,bread,breakfast,toast",mp4/Bread.mp4
Apple,"nature,healthy,food,farming,and,gardening,apple,branch",mp4/Apple.mp4
Palette,"tool,edit,tools,graphic,design,editing",mp4/Palette.mp4
Bodyboard,"sports,and,competition,sport,summer",mp4/Bodyboard.mp4
Longboard,"sports,and,competition,sport",mp4/Longboard.mp4
One wheel,"transportation,transport,vechicle",mp4/One wheel.mp4
Sapodilla,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition",mp4/Sapodilla.mp4
Soursoup,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition",mp4/Soursoup.mp4
Longan,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition",mp4/Longan.mp4
Persimmon,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition",mp4/Persimmon.mp4
Squid,"food,and,restaurant,animals,food",mp4/Squid.mp4
Woman,"user,avatar,people,woman",mp4/Woman.mp4
Intersection,"orientation,arrows,direction,arrow",mp4/Intersection.mp4
Zigzag,"orientation,arrows,direction,arrow",mp4/Zigzag.mp4
Traveler,"user,avatar,people,woman",mp4/Traveler.mp4
Baby walker,"kid,and,baby,childhood",mp4/Baby walker.mp4
Cradle,"kid,and,baby,baby,childhood",mp4/Cradle.mp4
Cone of shame,"animals,dog,healthcare,veterinary",mp4/Cone of shame.mp4
Jesus,"cultures,avatar",mp4/Jesus.mp4
Ouija board,"miscellaneous,halloween",mp4/Ouija board.mp4
Candy,"food,halloween,sweet,sweets,candy",mp4/Candy.mp4
Cake,"food,halloween,sweets,halloween,candy,cake,candies",mp4/Cake.mp4
Icecream,"food,halloween,dessert,ice,cream",mp4/Icecream.mp4
Shaker,"food,and,restaurant,drink,alcohol,cocktail",mp4/Shaker.mp4
Turntable,"electronics,music,and,multimedia",mp4/Turntable.mp4
Punch,"food,and,restaurant,drink,alcohol,bowl,alcoholic",mp4/Punch.mp4
Sales,"commerce,and,shopping,discount,sales,offer,labels",mp4/Sales.mp4
Speech bubble,"communications,message,chat,conversation,speech,bubble,talk",mp4/Speech bubble.mp4
Speech bubble,"communications,message,chat,conversation,speech,bubble,talk",mp4/Speech bubble.mp4
Time zone,"time,and,date,clock,world,hour",mp4/Time zone.mp4
King,"cultures,user,man,fairy,tale,character,crown,king,monarchy",mp4/King.mp4
Church,"architecture,and,city,buildings,faith,religion,urban",mp4/Church.mp4
Economy,"education,book,literature,reading,library,studying",mp4/Economy.mp4
Bookmark,"education,label,favorite,tag,bookmark",mp4/Bookmark.mp4
Flowers,"nature,farming,and,gardening,blossom",mp4/Flowers.mp4
Trees,"nature,forest",mp4/Trees.mp4
Selfie,"sports,and,competition,sport,woman,gym,exercise",mp4/Selfie.mp4
Balance ball,"sports,and,competition,sport,gym,exercise",mp4/Balance ball.mp4
DAngerous,"document,files,and,folders,file,sheet,folder",mp4/DAngerous.mp4
Coding,"electronics,technology,robot,robotics,futuristic,coding",mp4/Coding.mp4
Platypus,"animals,animal,zoo",mp4/Platypus.mp4
Mongolian,"user,avatar,people,man",mp4/Mongolian.mp4
Maasai,"user,avatar,people,man",mp4/Maasai.mp4
Persian,"user,avatar,people,man",mp4/Persian.mp4
Russian,"user,avatar,people,woman",mp4/Russian.mp4
Canadian,"user,avatar,people,man",mp4/Canadian.mp4
Dutch,"user,avatar,people,woman",mp4/Dutch.mp4
Woman,"user,avatar,people,woman",mp4/Woman.mp4
Woman,"user,avatar,people,woman",mp4/Woman.mp4
Woman,"user,avatar,people,woman",mp4/Woman.mp4
Bird cage,"animals,animal,pet,ornithology",mp4/Bird cage.mp4
Jingle,"music,and,multimedia,music,percussion,instrument",mp4/Jingle.mp4
Cream,"beauty,wellness",mp4/Cream.mp4
Cotton,"beauty,wellness,grooming",mp4/Cotton.mp4
Polish native church,"cultures,faith,religion,sacred,belief",mp4/Polish native church.mp4
Mass,"cultures,faith,religion,sacred,belief,christianity,catholic",mp4/Mass.mp4
Torah,"cultures,faith,religion,sacred,belief,Judaism,hebrew",mp4/Torah.mp4
Heaven,"cultures,faith,religion,sacred,belief",mp4/Heaven.mp4
Cathedral,"cultures,faith,religion,sacred,belief,christian,catholic",mp4/Cathedral.mp4
Biscuit,"food,halloween,sweet,candy,cookie",mp4/Biscuit.mp4
Ice cream,"food,and,restaurant,food,halloween,sweet,ice,cream",mp4/Ice cream.mp4
Umbrella,"weather,rain,umbrella",mp4/Umbrella.mp4
Temple,"architecture,and,city,religion,monument,landmark,pagoda",mp4/Temple.mp4
Sales,"commerce,and,shopping,discount,sales,offer,monitor",mp4/Sales.mp4
Sales,"commerce,and,shopping,discount,sales,offer,labels",mp4/Sales.mp4
Sales,"commerce,and,shopping,discount,sales,offer,labels",mp4/Sales.mp4
Sales,"commerce,and,shopping,discount,sales,offer,labels",mp4/Sales.mp4
Speech bubble,"communications,message,chat,conversation,speech,bubble,talk",mp4/Speech bubble.mp4
Kinderdijk windmills,"architecture,and,city,monument,landmark,architectonic",mp4/Kinderdijk windmills.mp4
Shrimp,"animals,sea,life,aquatic",mp4/Shrimp.mp4
Seaweed,"nature,sea,life,aquatic,marine,plant",mp4/Seaweed.mp4
Exhibition,"cultures,museum",mp4/Exhibition.mp4
Brochure,cultures,mp4/Brochure.mp4
Podcast,"electronics,podcast,microphone,radio",mp4/Podcast.mp4
Podcast,"electronics,podcast,microphone,radio",mp4/Podcast.mp4
Speedometer,"time,and,date,time,limit,performance,speedometer,speed,meter,velocity,efficiency",mp4/Speedometer.mp4
Satellite Dish,"electronics,technology",mp4/Satellite Dish.mp4
Drive thru,"food,and,restaurant,transportation,automobile,shipping,and,delivery,car,delivery,take,away,food,delivery",mp4/Drive thru.mp4
Apples,"vegan,healthy,food,vegetarian,fruit,farming,and,gardening,box,harvest",mp4/Apples.mp4
Online,"document,files,and,folders,file,sheet,online",mp4/Online.mp4
Beaver,"animals,animal,zoo",mp4/Beaver.mp4
Persian,"user,avatar,people,woman",mp4/Persian.mp4
Chinese,"user,avatar,people,man,chinese",mp4/Chinese.mp4
Woman,"user,avatar,people,woman",mp4/Woman.mp4
Djembe,"music,and,multimedia,music,percussion,instrument",mp4/Djembe.mp4
Torii gate,"cultures,faith,religion,sacred,belief",mp4/Torii gate.mp4
Templar,"cultures,faith,religion,sacred,belief,catholic",mp4/Templar.mp4
Hindu,"cultures,avatar,faith,religion,sacred,belief,hindu",mp4/Hindu.mp4
Gong,"cultures,music,percussion,instrument",mp4/Gong.mp4
Flag,"sport,ball,football,soccer,team,flag,flags",mp4/Flag.mp4
Chinese Food,"food,and,restaurant,nutrition,gastronomy,chinese,food,asian,food",mp4/Chinese Food.mp4
Firecracker,"celebration,birthday,and,party,party,fireworks",mp4/Firecracker.mp4
Greeting card,"communications,celebration,birthday,and,party,party,celebrate",mp4/Greeting card.mp4
Lightbulb,"electronics,illumination,electricity,idea,lightbulb",mp4/Lightbulb.mp4
Sales,"commerce,and,shopping,discount,sales,offer,labels",mp4/Sales.mp4
Sales,"commerce,and,shopping,discount,sales,offer,labels",mp4/Sales.mp4
Speech bubble,"communications,message,chat,conversation,speech,bubble,talk,dollar",mp4/Speech bubble.mp4
Fuji,"architecture,and,city,monument,landmark,mountain",mp4/Fuji.mp4
Email,"ui,message,email,dm",mp4/Email.mp4
Anglerfish,"animals,sea,life,aquatic,marine,fish",mp4/Anglerfish.mp4
Podcast,"user,podcast,radio",mp4/Podcast.mp4
Speedometer,"time,and,date,time,limit,performance,car,speedometer,speed,meter,velocity,efficiency",mp4/Speedometer.mp4
Hotel,"architecture,and,city,buildings,urban,holidays,hotel",mp4/Hotel.mp4
Speelbook,"education,literature,reading,library,studying",mp4/Speelbook.mp4
Responsive,"electronics,computer,screen,responsive,monitor,tablet,internet,web,development",mp4/Responsive.mp4
Swing,"kid,and,baby,balance,playground",mp4/Swing.mp4
Turtleneck,"fashion,garment",mp4/Turtleneck.mp4
Trench Coat,"fashion,clothes,clothing,garment",mp4/Trench Coat.mp4
Book,"miscellaneous,book,science,astronomy",mp4/Book.mp4
Satellite,"electronics,technology",mp4/Satellite.mp4
Coffee Cups,"food,and,restaurant,drink,coffee",mp4/Coffee Cups.mp4
Tree Stump,"nature,forest",mp4/Tree Stump.mp4
Discount,"commerce,and,shopping,communications,discount,sales,offer,email,marketing,mail",mp4/Discount.mp4
Suitcase,"travel,holidays,briefcase,suitcase",mp4/Suitcase.mp4
Garlands,"miscellaneous,celebration,party",mp4/Garlands.mp4
Ship,"transportation,transport,ship,sailing",mp4/Ship.mp4
Mudra,"hand,hands,and,gestures,gesture,animation",mp4/Mudra.mp4
Maori,"user,avatar,people,man",mp4/Maori.mp4
Satanism,"cultures,faith,religion,sacred,belief,esoteric",mp4/Satanism.mp4
Mayan pyramid,"architecture,and,city,monument,landmark,architectonic",mp4/Mayan pyramid.mp4
Semitic Neopaganism,"cultures,faith,religion,sacred,belief",mp4/Semitic Neopaganism.mp4
Dervish,"cultures,faith,religion,sacred,belief",mp4/Dervish.mp4
Banner,"sports,and,competition,sport,football,soccer,team,banner",mp4/Banner.mp4
Woman,"avatar,people,woman,traditional,chinese",mp4/Woman.mp4
Sparkler,"celebration,birthday,and,party,party,new,year",mp4/Sparkler.mp4
Lightbulb,"electronics,illumination,electricity,idea,lightbulb",mp4/Lightbulb.mp4
Sales,"commerce,and,shopping,discount,sales,offer,labels",mp4/Sales.mp4
Blowfish,"animals,sea,life,aquatic,marine,fish",mp4/Blowfish.mp4
Abstract,"art,and,design,art",mp4/Abstract.mp4
Location,"maps,and,location,pin,location,museum",mp4/Location.mp4
Podcast,"electronics,podcast,microphone,radio",mp4/Podcast.mp4
Playlist,"electronics,podcast,radio,audio",mp4/Playlist.mp4
metronome,"electronics,time,and,date",mp4/metronome.mp4
Cave,"nature,industry,mountain,rock",mp4/Cave.mp4
Witch broom,"halloween,fairy,tale,fantasy",mp4/Witch broom.mp4
Cauldron,halloween,mp4/Cauldron.mp4
Maximize,"arrows,seo,and,web,responsive,art,and,design,image,website,responsive,design,maximize",mp4/Maximize.mp4
Sign,"orientation,direction,signaling,sign",mp4/Sign.mp4
Tree,"nature,forest,tree",mp4/Tree.mp4
Tie,"fashion,clothing,accessory,elegant",mp4/Tie.mp4
Sunglasses,"fashion,vision,glasses",mp4/Sunglasses.mp4
Protein,"sports,and,competition,wellness,powder",mp4/Protein.mp4
Leaf,"nature,leaf,botanical,garden,plant",mp4/Leaf.mp4
Black Friday,"commerce,and,shopping,discount,sales,offer,percentage,hands",mp4/Black Friday.mp4
Magic wand,"tool,edit,tools,graphic,design,editing",mp4/Magic wand.mp4
Font size,"tool,edit,tools,graphic,design,editing",mp4/Font size.mp4
Sikhism,"cultures,faith,religion,sacred,belief",mp4/Sikhism.mp4
Synagogue,"cultures,faith,religion,sacred,belief,Judaism",mp4/Synagogue.mp4
Football Player,"sports,and,competition,sport,woman,ball,team",mp4/Football Player.mp4
Knot,"miscellaneous,decoration",mp4/Knot.mp4
Forbidden city,"architecture,and,city,monument,landmark,china",mp4/Forbidden city.mp4
Nunchaku,miscellaneous,mp4/Nunchaku.mp4
Lightbulb,"electronics,illumination,electricity,idea,lightbulb",mp4/Lightbulb.mp4
Sales,"commerce,and,shopping,discount,sales,offer,labels",mp4/Sales.mp4
Sales,"commerce,and,shopping,discount,sales,offer,labels",mp4/Sales.mp4
Sales,"commerce,and,shopping,discount,sales,offer,labels",mp4/Sales.mp4
Eiffel tower,"architecture,and,city,monument,landmark,architectonic",mp4/Eiffel tower.mp4
Speedometer,"time,and,date,time,limit,performance,car,speedometer,speed,meter,velocity,efficiency",mp4/Speedometer.mp4
Book,"education,book,literature,reading,library,studying",mp4/Book.mp4
Office,"architecture,and,city,urban,real,estate,building,edifice,office",mp4/Office.mp4
Bookstore,"education,book,literature,reading,library,studying,architecture",mp4/Bookstore.mp4
Pants,"fashion,clothing,garment",mp4/Pants.mp4
Mars,"miscellaneous,astronomy,space,galaxy,planet",mp4/Mars.mp4
Waiter,"user,avatar,man,professions,and,jobs,restaurant",mp4/Waiter.mp4
Fruits,"food,and,restaurant,food,vegan,healthy,food,fruit,vegetable,agriculture,vegetables,supermarket",mp4/Fruits.mp4
Grass,"nature,botanical,garden",mp4/Grass.mp4
Flower,"nature,botanical,garden,flower",mp4/Flower.mp4
Green screen,"entertainment,photography,photo,camera",mp4/Green screen.mp4
Black Friday,"time,and,date,discount,sales,calendar,commerce,shopping,schedule",mp4/Black Friday.mp4
Cocktail,"food,and,restaurant,beverage,party,glass,cocktail",mp4/Cocktail.mp4
Table,"food,and,restaurant,cultures,people,thanksgiving,table",mp4/Table.mp4
Text,"document,files,and,folders,file,sheet",mp4/Text.mp4
Email,"document,files,and,folders,file,sheet,email,mail,envelope",mp4/Email.mp4
Tv,"electronics,technology",mp4/Tv.mp4
Celestial,"cultures,faith,religion,sacred,belief",mp4/Celestial.mp4
Soccer foul,"sports,and,competition,sport,ball,football,team",mp4/Soccer foul.mp4
Pipa,"music,and,multimedia,music,string,instrument",mp4/Pipa.mp4
Corckscrew,"food,and,restaurant,kitchen,utensil",mp4/Corckscrew.mp4
Lightbulb,"electronics,illumination,electricity,idea,lightbulb",mp4/Lightbulb.mp4
Sales,"commerce,and,shopping,discount,sales,offer,labels",mp4/Sales.mp4
Fish,"animals,sea,life,aquatic,marine,fish",mp4/Fish.mp4
Viking ship ,"cultures,transport,boat,sailing",mp4/Viking ship .mp4
Podcaster,"user,avatar,man",mp4/Podcaster.mp4
metronome,"electronics,time,and,date,music,digital,device",mp4/metronome.mp4
Wristwatch,"time,and,date,time,wristwatch,watch",mp4/Wristwatch.mp4
Apple,"miscellaneous,food,fairy,tale,fantasy,apple",mp4/Apple.mp4
Book,"education,book,literature,reading,library,studying,secure",mp4/Book.mp4
Coat,"fashion,clothing,winter",mp4/Coat.mp4
Vest,"cultures,fashion,clothing,safety,safe",mp4/Vest.mp4
Destroyed planet,"miscellaneous,astronomy,space,galaxy",mp4/Destroyed planet.mp4
Radar,"electronics,technology,radar",mp4/Radar.mp4
Meteorite,"miscellaneous,astronomy,space,galaxy",mp4/Meteorite.mp4
Squats,"sports,and,competition,sport,gym,exercise",mp4/Squats.mp4
Stationary Bike,"sports,and,competition,sport,gym,exercise",mp4/Stationary Bike.mp4
Sandwich,"food,and,restaurant,food,fast,food,junk,food,bread",mp4/Sandwich.mp4
Film,"entertainment,film,photo,photography,photograph",mp4/Film.mp4
Hammock,"holidays,hanging",mp4/Hammock.mp4
Cloud,"document,files,and,folders,file,sheet,cloud",mp4/Cloud.mp4
Lock,"document,files,and,folders,file,sheet,lock,padlock",mp4/Lock.mp4
View,"document,files,and,folders,file,sheet,eye",mp4/View.mp4
Mangosteen,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition",mp4/Mangosteen.mp4
Noah Ark,"cultures,faith,religion,sacred,belief",mp4/Noah Ark.mp4
Man,"user,avatar,man,traditional,chinese",mp4/Man.mp4
Lantern,"miscellaneous,illumination,light,lantern",mp4/Lantern.mp4
Noodles,"food,and,restaurant,food,nutrition,gastronomy",mp4/Noodles.mp4
Bell,"music,and,multimedia,music,percussion,instrument,bell",mp4/Bell.mp4
Party blower,"celebration,birthday,and,party,party,new,year,celebrate",mp4/Party blower.mp4
Cake,"food,and,restaurant,sweet,dessert,cake,cupcake,muffin",mp4/Cake.mp4
Speech bubble,"communications,message,chat,conversation,speech,bubble,talk,wait",mp4/Speech bubble.mp4
Speedometer,"time,and,date,time,limit,performance,speedometer,speed,meter,velocity,efficiency,digital",mp4/Speedometer.mp4
Rainbow,"weather,meteorology,cloud",mp4/Rainbow.mp4
Apartment,"architecture,and,city,urban,real,estate,building,edifice",mp4/Apartment.mp4
Dress,"fashion,clothes,clothing,garment,elegant,dress,apparel",mp4/Dress.mp4
Waist,"sports,and,competition,sport,anatomy,gym,exercise,fitness",mp4/Waist.mp4
Needle,"hobbies,and,free,time,design,sewing,handcraft",mp4/Needle.mp4
Iron ,"hobbies,and,free,time",mp4/Iron .mp4
Cake,"food,and,restaurant,food,nature,sweet,dessert,bakery,cake",mp4/Cake.mp4
Bar,"food,and,restaurant,architecture,and,city,restaurant,glass,beer",mp4/Bar.mp4
USB cable,"electronics,technology",mp4/USB cable.mp4
Microphone,"electronics,technology,microphone",mp4/Microphone.mp4
Snowman,"christmas,weather,xmas,winter,snow",mp4/Snowman.mp4
Yin yang,"miscellaneous,yin,yang",mp4/Yin yang.mp4
Lantern,"miscellaneous,illumination,light,lantern",mp4/Lantern.mp4
Seagull,"animals,bird,ornithology,fauna",mp4/Seagull.mp4
Radio,"electronics,technology,radio",mp4/Radio.mp4
Smartphone,"electronics,podcast,microphone,smartphone,radio",mp4/Smartphone.mp4
Timer,"time,and,date,time,interface,timer,stopwatch,wait,chronometer,chrono",mp4/Timer.mp4
Princess,"cultures,user,woman,fairy,tale,character,crown,monarchy",mp4/Princess.mp4
Ebook,"education,book,literature,reading,library,studying,laptop",mp4/Ebook.mp4
Stretching,"arrows,ui,edit,tools,interface",mp4/Stretching.mp4
Dress,"fashion,woman,clothing,dress,apparel",mp4/Dress.mp4
Cap,"fashion,hat",mp4/Cap.mp4
Purse,"fashion,accessory",mp4/Purse.mp4
Watch,"fashion,time,wristwatch,watch",mp4/Watch.mp4
Treadmill,"sports,and,competition,sport,gym,exercise",mp4/Treadmill.mp4
Burger,"food,and,restaurant,fast,food,junk,food,salad",mp4/Burger.mp4
Beetle,"animals,bug,insect",mp4/Beetle.mp4
Autumn tree,"nature,botanical,garden",mp4/Autumn tree.mp4
Drying,"miscellaneous,photo,picture,photography,photograph",mp4/Drying.mp4
No Photo,"signaling,forbidden,prohibition",mp4/No Photo.mp4
Water Gun,"kid,and,baby,game,childhood,toy",mp4/Water Gun.mp4
Stats,"document,files,and,folders,file,business,sheet,stats",mp4/Stats.mp4
Clipboard,"document,files,and,folders,file,sheet,paper,clipboard",mp4/Clipboard.mp4
Christmas Tree,"decoration,christmas,xmas,ornament",mp4/Christmas Tree.mp4
Punk,"user,avatar,people,man",mp4/Punk.mp4
Chinese horoscope,"cultures,astrology,zodiac,yin,yang",mp4/Chinese horoscope.mp4
Gong,"music,and,multimedia,music,percussion,instrument",mp4/Gong.mp4
Man,"avatar,people,man,traditional,chinese",mp4/Man.mp4
Plumb bob,"construction,and,tools,industry",mp4/Plumb bob.mp4
Pinata,"cultures,celebration,birthday,and,party,party,traditional",mp4/Pinata.mp4
